"lessonNumber","lessonKey","section","syllabusId","objectiveId","atomicObjective","defaultVisibleTeachingEvidence","materialTypes","materialTitles","questionIds","pastPaperReference","reviewStatus","desktopEvidence","mobileEvidence","confidence"
"079","S11-L08","11","S11.05","S11.05.A01","Justify why one loop structure may be better suited to solve a problem than the others","A suitable loop structure","flow | worked-example | reviewed-visual","Mechanism in examinable order | A suitable loop structure: complete worked route | The difference is when the condition is tested","V3-Q-L076-01 | V3-Q-L076-02 | V3-Q-L076-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-079.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-079.png","high"
"080","S11-L09","11","S11.06","S11.06.A01","Define and call a procedure.","And use procedures with parameters passed by reference and by value: Procedures and parameter passing","flow | worked-example | reviewed-visual","Mechanism in examinable order | Contrast BYVAL and BYREF | Same procedure body, different final result","V3-Q-L077-01 | V3-Q-L077-02 | V3-Q-L077-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-080.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-080.png","high"
"080","S11-L09","11","S11.06","S11.06.A02","Explain when a procedure is appropriate.","And use procedures with parameters passed by reference and by value: Procedures and parameter passing","flow | worked-example | reviewed-visual","Mechanism in examinable order | Contrast BYVAL and BYREF | Same procedure body, different final result","V3-Q-L077-02 | V3-Q-L077-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-080.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-080.png","high"
"080","S11-L09","11","S11.06","S11.06.A03","Define a procedure with none, one or several parameters.","And use procedures with parameters passed by reference and by value: Procedures and parameter passing","flow | worked-example | reviewed-visual","Mechanism in examinable order | Contrast BYVAL and BYREF | Same procedure body, different final result","V3-Q-L077-01 | V3-Q-L077-02 | V3-Q-L077-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-080.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-080.png","high"
"080","S11-L09","11","S11.06","S11.06.A04","Pass a parameter by value.","And use procedures with parameters passed by reference and by value: Procedures and parameter passing","flow | worked-example | reviewed-visual","Mechanism in examinable order | Contrast BYVAL and BYREF | Same procedure body, different final result","V3-Q-L077-01 | V3-Q-L077-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-080.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-080.png","high"
"080","S11-L09","11","S11.06","S11.06.A05","Pass a parameter by reference and trace the caller change.","And use procedures with parameters passed by reference and by value: Procedures and parameter passing","flow | worked-example | reviewed-visual","Mechanism in examinable order | Contrast BYVAL and BYREF | Same procedure body, different final result","V3-Q-L077-01 | V3-Q-L077-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-080.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-080.png","high"
"081","S11-L10","11","S11.07","S11.07.A01","Define a typed function with RETURN.","And use functions, including return values in expressions: Functions, interfaces and return values","flow | worked-example | reviewed-visual","Mechanism in examinable order | Use a returned value in an expression | Function calls can appear where a value is needed","V3-Q-L078-01 | V3-Q-L078-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-081.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-081.png","high"
"081","S11-L10","11","S11.07","S11.07.A02","Call a function with arguments.","And use functions, including return values in expressions: Functions, interfaces and return values","flow | worked-example | reviewed-visual","Mechanism in examinable order | Use a returned value in an expression | Function calls can appear where a value is needed","V3-078-S11.07-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-081.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-081.png","high"
"081","S11-L10","11","S11.07","S11.07.A03","Use the returned value inside an expression.","And use functions, including return values in expressions: Functions, interfaces and return values","flow | worked-example | reviewed-visual","Mechanism in examinable order | Use a returned value in an expression | Function calls can appear where a value is needed","V3-Q-L078-01 | V3-Q-L078-02 | V3-Q-L078-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-081.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-081.png","high"
"081","S11-L10","11","S11.07","S11.07.A04","Explain when a function is appropriate.","And use functions, including return values in expressions: Functions, interfaces and return values","flow | worked-example | reviewed-visual","Mechanism in examinable order | Use a returned value in an expression | Function calls can appear where a value is needed","V3-Q-L078-02 | V3-Q-L078-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-081.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-081.png","high"
"081","S11-L10","11","S11.08","S11.08.A01","Identify a procedure or function header.","Precise terminology: procedure/function header, interface, parameter, argument and return value","flow | worked-example | reviewed-visual","Mechanism in examinable order | Precise terminology: procedure/function header, interface, parameter, argument and return value: complete worked route | A subprogram interface connects caller and header","V3-Q-L078-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-081.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-081.png","high"
"081","S11-L10","11","S11.08","S11.08.A02","Explain a subprogram interface.","Precise terminology: procedure/function header, interface, parameter, argument and return value","flow | worked-example | reviewed-visual","Mechanism in examinable order | Precise terminology: procedure/function header, interface, parameter, argument and return value: complete worked route | A subprogram interface connects caller and header","V3-Q-L078-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-081.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-081.png","high"
"081","S11-L10","11","S11.08","S11.08.A03","Distinguish a parameter from an argument.","Precise terminology: procedure/function header, interface, parameter, argument and return value","flow | worked-example | reviewed-visual","Mechanism in examinable order | Precise terminology: procedure/function header, interface, parameter, argument and return value: complete worked route | A subprogram interface connects caller and header","V3-078-S11.08-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-081.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-081.png","high"
"081","S11-L10","11","S11.08","S11.08.A04","Explain a function return value.","Precise terminology: procedure/function header, interface, parameter, argument and return value","flow | worked-example | reviewed-visual","Mechanism in examinable order | Precise terminology: procedure/function header, interface, parameter, argument and return value: complete worked route | A subprogram interface connects caller and header","V3-Q-L078-01 | V3-Q-L078-02 | V3-Q-L078-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-081.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-081.png","high"
"082","S11-L11","11","S11.09","S11.09.A01","Write efficient pseudocode","Clear and efficient Cambridge pseudocode","flow | worked-example | reviewed-visual","Mechanism in examinable order | Clear and efficient Cambridge pseudocode: complete worked route | Java methods can model modularity, but Cambridge pseudocode remains the exam format","V3-Q-L079-01 | V3-Q-L079-02 | V3-Q-L079-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-082.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-082.png","high"
"083","S11-L12","11","S11.01","S11.01.A01","Implement and write pseudocode from a given design presented as either a program flowchart or structured English","Pseudocode from a flowchart or structured-English description: Writing complete program fragments","flow | worked-example","Mechanism in examinable order | Translate structured English into a complete selection","V3-Q-L080-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.04","S11.04.A01","Write IF, ELSE and nested IF statements.","IF/ELSE/nested selection, CASE, count-controlled loops, post-condition and pre-condition loops: Writing complete program fragments","flow | worked-example | reviewed-visual","Mechanism in examinable order | Choose and trace the right loop | Use CASE for clear values of one expression","V3-080-S11.04-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.04","S11.04.A02","Write a CASE structure.","IF/ELSE/nested selection, CASE, count-controlled loops, post-condition and pre-condition loops: Writing complete program fragments","flow | worked-example | reviewed-visual","Mechanism in examinable order | Choose and trace the right loop | Use CASE for clear values of one expression","V3-080-S11.04-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.04","S11.04.A03","Write a count-controlled FOR loop.","IF/ELSE/nested selection, CASE, count-controlled loops, post-condition and pre-condition loops: Writing complete program fragments","flow | worked-example | reviewed-visual","Mechanism in examinable order | Choose and trace the right loop | Use CASE for clear values of one expression","V3-080-S11.04-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.04","S11.04.A04","Write a pre-condition WHILE loop.","IF/ELSE/nested selection, CASE, count-controlled loops, post-condition and pre-condition loops: Writing complete program fragments","flow | worked-example | reviewed-visual","Mechanism in examinable order | Choose and trace the right loop | Use CASE for clear values of one expression","V3-080-S11.04-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.04","S11.04.A05","Write a post-condition REPEAT loop.","IF/ELSE/nested selection, CASE, count-controlled loops, post-condition and pre-condition loops: Writing complete program fragments","flow | worked-example | reviewed-visual","Mechanism in examinable order | Choose and trace the right loop | Use CASE for clear values of one expression","V3-080-S11.04-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.06","S11.06.A01","Define and call a procedure.","And use procedures with parameters passed by reference and by value: Writing complete program fragments","flow | worked-example","Mechanism in examinable order | Contrast BYVAL and BYREF","V3-080-S11.06-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.06","S11.06.A02","Explain when a procedure is appropriate.","And use procedures with parameters passed by reference and by value: Writing complete program fragments","flow | worked-example","Mechanism in examinable order | Contrast BYVAL and BYREF","V3-080-S11.06-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.06","S11.06.A03","Define a procedure with none, one or several parameters.","And use procedures with parameters passed by reference and by value: Writing complete program fragments","flow | worked-example","Mechanism in examinable order | Contrast BYVAL and BYREF","V3-080-S11.06-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.06","S11.06.A04","Pass a parameter by value.","And use procedures with parameters passed by reference and by value: Writing complete program fragments","flow | worked-example","Mechanism in examinable order | Contrast BYVAL and BYREF","V3-Q-L080-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.06","S11.06.A05","Pass a parameter by reference and trace the caller change.","And use procedures with parameters passed by reference and by value: Writing complete program fragments","flow | worked-example","Mechanism in examinable order | Contrast BYVAL and BYREF","V3-Q-L080-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.07","S11.07.A01","Define a typed function with RETURN.","And use functions, including return values in expressions: Writing complete program fragments","flow | worked-example","Mechanism in examinable order | Use a returned value in an expression","V3-Q-L080-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.07","S11.07.A02","Call a function with arguments.","And use functions, including return values in expressions: Writing complete program fragments","flow | worked-example","Mechanism in examinable order | Use a returned value in an expression","V3-Q-L080-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.07","S11.07.A03","Use the returned value inside an expression.","And use functions, including return values in expressions: Writing complete program fragments","flow | worked-example","Mechanism in examinable order | Use a returned value in an expression","V3-Q-L080-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"083","S11-L12","11","S11.07","S11.07.A04","Explain when a function is appropriate.","And use functions, including return values in expressions: Writing complete program fragments","flow | worked-example","Mechanism in examinable order | Use a returned value in an expression","V3-Q-L080-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-083.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-083.png","high"
"084","S12-L01","12","S12.01","S12.01.A01","Explain the purpose of a development life cycle.","Why a program-development lifecycle is used; compare waterfall, iterative and RAD models and their stages","analogy | table | worked-example | reviewed-visual","Development is a controlled evidence cycle | Compare by technical factor | Why a program-development lifecycle is used; compare waterfall, iterative and RAD models and their stages: complete worked route | Rapid application development (RAD)","V3-Q-L081-01 | V3-Q-L081-02 | V3-Q-L081-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-084.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-084.png","high"
"084","S12-L01","12","S12.01","S12.01.A02","Describe analysis, design, coding, testing and maintenance stages.","Why a program-development lifecycle is used; compare waterfall, iterative and RAD models and their stages","analogy | table | worked-example | reviewed-visual","Development is a controlled evidence cycle | Compare by technical factor | Why a program-development lifecycle is used; compare waterfall, iterative and RAD models and their stages: complete worked route | Rapid application development (RAD)","V3-Q-L081-01 | V3-Q-L081-02 | V3-Q-L081-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-084.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-084.png","high"
"084","S12-L01","12","S12.01","S12.01.A03","Explain waterfall principles, benefits and drawbacks.","Why a program-development lifecycle is used; compare waterfall, iterative and RAD models and their stages","analogy | table | worked-example | reviewed-visual","Development is a controlled evidence cycle | Compare by technical factor | Why a program-development lifecycle is used; compare waterfall, iterative and RAD models and their stages: complete worked route | Rapid application development (RAD)","V3-Q-L081-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-084.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-084.png","high"
"084","S12-L01","12","S12.01","S12.01.A04","Explain iterative-development principles, benefits and drawbacks.","Why a program-development lifecycle is used; compare waterfall, iterative and RAD models and their stages","analogy | table | worked-example | reviewed-visual","Development is a controlled evidence cycle | Compare by technical factor | Why a program-development lifecycle is used; compare waterfall, iterative and RAD models and their stages: complete worked route | Rapid application development (RAD)","V3-081-S12.01-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-084.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-084.png","high"
"084","S12-L01","12","S12.01","S12.01.A05","Explain RAD principles, benefits and drawbacks.","Why a program-development lifecycle is used; compare waterfall, iterative and RAD models and their stages","analogy | table | worked-example | reviewed-visual","Development is a controlled evidence cycle | Compare by technical factor | Why a program-development lifecycle is used; compare waterfall, iterative and RAD models and their stages: complete worked route | Rapid application development (RAD)","V3-081-S12.01-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-084.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-084.png","high"
"084","S12-L01","12","S12.01","S12.01.A06","Choose a lifecycle from the program context.","Why a program-development lifecycle is used; compare waterfall, iterative and RAD models and their stages","analogy | table | worked-example | reviewed-visual","Development is a controlled evidence cycle | Compare by technical factor | Why a program-development lifecycle is used; compare waterfall, iterative and RAD models and their stages: complete worked route | Rapid application development (RAD)","V3-Q-L081-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-084.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-084.png","high"
"085","S12-L02","12","S12.02","S12.02.A01","Use a structure chart to decompose a problem into sub-tasks and express the parameters passed between the various modules / procedures / functions which are part of the algorithm design","Understand, construct and use structure charts, including parameters, and derive pseudocode","flow | worked-example | reviewed-visual","Mechanism in examinable order | Understand, construct and use structure charts, including parameters, and derive pseudocode: complete worked route | Structure charts, derived pseudocode and state transitions","V3-Q-L082-01 | V3-Q-L082-02 | V3-Q-L082-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-085.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-085.png","high"
"085","S12-L02","12","S12.02","S12.02.A02","Describe the purpose of a structure chart","Understand, construct and use structure charts, including parameters, and derive pseudocode","flow | worked-example | reviewed-visual","Mechanism in examinable order | Understand, construct and use structure charts, including parameters, and derive pseudocode: complete worked route | Structure charts, derived pseudocode and state transitions","V3-Q-L082-01 | V3-Q-L082-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-085.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-085.png","high"
"085","S12-L02","12","S12.02","S12.02.A03","Construct a structure chart for a given problem","Understand, construct and use structure charts, including parameters, and derive pseudocode","flow | worked-example | reviewed-visual","Mechanism in examinable order | Understand, construct and use structure charts, including parameters, and derive pseudocode: complete worked route | Structure charts, derived pseudocode and state transitions","V3-Q-L082-01 | V3-Q-L082-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-085.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-085.png","high"
"085","S12-L02","12","S12.02","S12.02.A04","Derive equivalent pseudocode from a structure chart","Understand, construct and use structure charts, including parameters, and derive pseudocode","flow | worked-example | reviewed-visual","Mechanism in examinable order | Understand, construct and use structure charts, including parameters, and derive pseudocode: complete worked route | Structure charts, derived pseudocode and state transitions","V3-Q-L082-01 | V3-Q-L082-02 | V3-Q-L082-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-085.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-085.png","high"
"086","S12-L03","12","S12.03","S12.03.A01","Show understanding of the purpose of state-transition diagrams to document an algorithm","The purpose of state-transition diagrams to document an algorithm","flow | worked-example","Mechanism in examinable order | The purpose of state-transition diagrams to document an algorithm: complete worked route","V3-Q-L083-01 | V3-Q-L083-02 | V3-Q-L083-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-086.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-086.png","high"
"087","S12-L04","12","S12.04","S12.04.A01","Explain ways to expose and avoid faults.","Syntax, logic and runtime errors","cards | worked-example | reviewed-visual","Structure and relationships | Correct a boundary logic error | Logic errors make the program do the wrong thing","V3-Q-L084-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-087.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-087.png","high"
"087","S12-L04","12","S12.04","S12.04.A02","Identify a syntax error.","Syntax, logic and runtime errors","cards | worked-example | reviewed-visual","Structure and relationships | Correct a boundary logic error | Logic errors make the program do the wrong thing","V3-Q-L084-02 | V3-Q-L084-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-087.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-087.png","high"
"087","S12-L04","12","S12.04","S12.04.A03","Identify a logic error.","Syntax, logic and runtime errors","cards | worked-example | reviewed-visual","Structure and relationships | Correct a boundary logic error | Logic errors make the program do the wrong thing","V3-Q-L084-01 | V3-Q-L084-02 | V3-Q-L084-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-087.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-087.png","high"
"087","S12-L04","12","S12.04","S12.04.A04","Identify a run-time error.","Syntax, logic and runtime errors","cards | worked-example | reviewed-visual","Structure and relationships | Correct a boundary logic error | Logic errors make the program do the wrong thing","V3-Q-L084-02 | V3-Q-L084-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-087.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-087.png","high"
"087","S12-L04","12","S12.04","S12.04.A05","Locate the cause of an error.","Syntax, logic and runtime errors","cards | worked-example | reviewed-visual","Structure and relationships | Correct a boundary logic error | Logic errors make the program do the wrong thing","V3-Q-L084-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-087.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-087.png","high"
"087","S12-L04","12","S12.04","S12.04.A06","Correct an identified error and retest.","Syntax, logic and runtime errors","cards | worked-example | reviewed-visual","Structure and relationships | Correct a boundary logic error | Logic errors make the program do the wrong thing","V3-084-S12.04-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-087.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-087.png","high"
"088","S12-L05","12","S12.05","S12.05.A01","Use a dry run to trace a program manually.","Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing","table | worked-example | reviewed-visual","Compare by technical factor | Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing: complete worked route | Good testing uses different categories of data","V3-Q-L085-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-088.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-088.png","high"
"088","S12-L05","12","S12.05","S12.05.A02","Use a walkthrough to review a program collaboratively.","Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing","table | worked-example | reviewed-visual","Compare by technical factor | Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing: complete worked route | Good testing uses different categories of data","V3-Q-L085-02","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-088.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-088.png","high"
"088","S12-L05","12","S12.05","S12.05.A03","Explain white-box testing.","Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing","table | worked-example | reviewed-visual","Compare by technical factor | Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing: complete worked route | Good testing uses different categories of data","V3-Q-L085-01 | V3-Q-L085-02 | V3-Q-L085-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-088.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-088.png","high"
"088","S12-L05","12","S12.05","S12.05.A04","Explain black-box testing.","Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing","table | worked-example | reviewed-visual","Compare by technical factor | Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing: complete worked route | Good testing uses different categories of data","V3-Q-L085-01 | V3-Q-L085-02 | V3-Q-L085-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-088.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-088.png","high"
"088","S12-L05","12","S12.05","S12.05.A05","Explain integration testing and a stub.","Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing","table | worked-example | reviewed-visual","Compare by technical factor | Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing: complete worked route | Good testing uses different categories of data","V3-Q-L085-01 | V3-Q-L085-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-088.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-088.png","high"
"088","S12-L05","12","S12.05","S12.05.A06","Explain alpha testing.","Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing","table | worked-example | reviewed-visual","Compare by technical factor | Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing: complete worked route | Good testing uses different categories of data","V3-085-S12.05-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-088.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-088.png","high"
"088","S12-L05","12","S12.05","S12.05.A07","Explain beta testing.","Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing","table | worked-example | reviewed-visual","Compare by technical factor | Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing: complete worked route | Good testing uses different categories of data","V3-Q-L085-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-088.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-088.png","high"
"088","S12-L05","12","S12.05","S12.05.A08","Explain acceptance testing.","Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing","table | worked-example | reviewed-visual","Compare by technical factor | Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing: complete worked route | Good testing uses different categories of data","V3-085-S12.05-CHECK","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-088.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-088.png","high"
"088","S12-L05","12","S12.05","S12.05.A09","Select a testing method for a scenario.","Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing","table | worked-example | reviewed-visual","Compare by technical factor | Dry run, walkthrough, white-box, black-box, integration, alpha, beta, acceptance and stub testing: complete worked route | Good testing uses different categories of data","V3-Q-L085-01","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-088.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-088.png","high"
"089","S12-L06","12","S12.06","S12.06.A01","Show understanding of the need for a test strategy and test plan and their likely contents","The need for a test strategy and test plan and their likely contents","flow | worked-example | reviewed-visual","Mechanism in examinable order | The need for a test strategy and test plan and their likely contents: complete worked route | Test strategy and test plan are different documents","V3-Q-L086-01 | V3-Q-L086-02 | V3-Q-L086-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-089.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-089.png","high"
"090","S12-L07","12","S12.07","S12.07.A01","Choose appropriate test data for a test plan","Select normal, abnormal and extreme/boundary test data","table | worked-example | reviewed-visual","Compare by technical factor | Select normal, abnormal and extreme/boundary test data: complete worked route | Extreme or boundary data uses valid values at accepted limits","V3-Q-L087-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-090.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-090.png","high"
"090","S12-L07","12","S12.07","S12.07.A02","Including normal, abnormal and extreme/boundary","Select normal, abnormal and extreme/boundary test data","table | worked-example | reviewed-visual","Compare by technical factor | Select normal, abnormal and extreme/boundary test data: complete worked route | Extreme or boundary data uses valid values at accepted limits","V3-Q-L087-01 | V3-Q-L087-02 | V3-Q-L087-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-090.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-090.png","high"
"091","S12-L08","12","S12.08","S12.08.A01","Explain why continuing maintenance is required.","Perfective, adaptive and corrective maintenance","table | worked-example | reviewed-visual","Compare by technical factor | Perfective, adaptive and corrective maintenance: complete worked route | Maintenance changes a system after it has been delivered","V3-Q-L088-01 | V3-Q-L088-02 | V3-Q-L088-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-091.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-091.png","high"
"091","S12-L08","12","S12.08","S12.08.A02","Classify and explain corrective maintenance.","Perfective, adaptive and corrective maintenance","table | worked-example | reviewed-visual","Compare by technical factor | Perfective, adaptive and corrective maintenance: complete worked route | Maintenance changes a system after it has been delivered","V3-Q-L088-01 | V3-Q-L088-02 | V3-Q-L088-03","","reviewed","audits/course-v3-visual-evidence/full-pages/desktop/lesson-091.png","audits/course-v3-visual-evidence/full-pages/mobile-390/lesson-091.png","high"
