"asset_id","title","path","ownership_status","requirement_ids","allowed_lesson_ids","rollout_status","source_old_lessons","delivery","reasons"
"stage10-lesson-097-planner","Choose a structure before writing","assets/diagrams/stage10-infographics/stage10-lesson-097-planner.jpg","review-only","","","inventory-only","97","OPTIONAL / EXTEND",""
"stage10-lesson-097-structure","Three reliable extended-response shapes","assets/diagrams/stage10-infographics/stage10-lesson-097-structure.jpg","review-only","","","inventory-only","97","OPTIONAL / EXTEND",""
"stage10-lesson-098-clinic","The rewrite protocol","assets/diagrams/stage10-infographics/stage10-lesson-098-clinic.jpg","review-only","","","inventory-only","98","OPTIONAL / EXTEND",""
"stage10-lesson-098-coverage","Paper 1 correction checklist","assets/diagrams/stage10-infographics/stage10-lesson-098-coverage.jpg","review-only","","","inventory-only","98","OPTIONAL / EXTEND",""
"stage10-lesson-098-diagnosis","Four common sources of lost marks","assets/diagrams/stage10-infographics/stage10-lesson-098-diagnosis.jpg","review-only","","","inventory-only","98","OPTIONAL / EXTEND",""
"stage10-lesson-098-error","Classify the flaw before rewriting","assets/diagrams/stage10-infographics/stage10-lesson-098-error.jpg","review-only","","","inventory-only","98","OPTIONAL / EXTEND",""
"stage10-lesson-098-rewrite","Build a corrected answer sentence","assets/diagrams/stage10-infographics/stage10-lesson-098-rewrite.jpg","review-only","","","inventory-only","98","OPTIONAL / EXTEND",""
"stage10-lesson-098-routine","How to use the mock after today","assets/diagrams/stage10-infographics/stage10-lesson-098-routine.jpg","review-only","","","inventory-only","98","OPTIONAL / EXTEND",""
"stage10-lesson-098-score","Turn a score into a repair priority","assets/diagrams/stage10-infographics/stage10-lesson-098-score.jpg","review-only","","","inventory-only","98","OPTIONAL / EXTEND",""
"stage10-lesson-099-concept","An algorithm is a solution expressed as defined steps","assets/diagrams/stage10-infographics/stage10-lesson-099-concept.jpg","assigned","S9.03","048","whole-course-active","100","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-099-constraints","Constraints stop algorithms from wandering off","assets/diagrams/stage10-infographics/stage10-lesson-099-constraints.jpg","inventory-only","","","inventory-only","99","OPTIONAL / EXTEND",""
"stage10-lesson-099-model","Use IPOC before choosing a representation","assets/diagrams/stage10-infographics/stage10-lesson-099-model.jpg","inventory-only","","","inventory-only","99","OPTIONAL / EXTEND",""
"stage10-lesson-100-abstraction","Abstraction: keep the details that affect the algorithm","assets/diagrams/stage10-infographics/stage10-lesson-100-abstraction.jpg","assigned","S9.01","046","whole-course-active","100","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-100-decomposition","Decomposition: split the problem into sub-problems","assets/diagrams/stage10-infographics/stage10-lesson-100-decomposition.jpg","assigned","S9.02","047","whole-course-active","100","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-100-filter","Keep or ignore details","assets/diagrams/stage10-infographics/stage10-lesson-100-filter.jpg","inventory-only","","","inventory-only","100","OPTIONAL / EXTEND",""
"stage10-lesson-100-pattern","Produce an abstract model","assets/diagrams/stage10-infographics/stage10-lesson-100-pattern.jpg","inventory-only","","","inventory-only","100","OPTIONAL / EXTEND",""
"stage10-lesson-100-sorter","Classify the design move","assets/diagrams/stage10-infographics/stage10-lesson-100-sorter.jpg","inventory-only","","","inventory-only","100","OPTIONAL / EXTEND",""
"stage10-lesson-101-combining","Real algorithms usually combine the three structures","assets/diagrams/stage10-infographics/stage10-lesson-101-combining.jpg","assigned","S9.06","050","whole-course-active","101","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-101-iteration","Iteration: repeat steps","assets/diagrams/stage10-infographics/stage10-lesson-101-iteration.jpg","inventory-only","","","inventory-only","101","OPTIONAL / EXTEND",""
"stage10-lesson-101-pseudocode","Cambridge pseudocode is the exam form; Java is support only","assets/diagrams/stage10-infographics/stage10-lesson-101-pseudocode.jpg","inventory-only","","","inventory-only","101","OPTIONAL / EXTEND",""
"stage10-lesson-101-selection","Selection: choose a path using a condition","assets/diagrams/stage10-infographics/stage10-lesson-101-selection.jpg","inventory-only","","","inventory-only","101","OPTIONAL / EXTEND",""
"stage10-lesson-101-sequence","Sequence: steps run in a fixed order","assets/diagrams/stage10-infographics/stage10-lesson-101-sequence.jpg","inventory-only","","","inventory-only","101","OPTIONAL / EXTEND",""
"stage10-lesson-102-equivalence","A diamond becomes IF...THEN...ELSE","assets/diagrams/stage10-infographics/stage10-lesson-102-equivalence.jpg","assigned","S9.09","053","whole-course-active","104","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-102-flowcharts","Flowcharts use symbols to show control flow","assets/diagrams/stage10-infographics/stage10-lesson-102-flowcharts.jpg","assigned","S9.07","051","whole-course-active","102","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-102-notation","Readable notation earns marks more easily","assets/diagrams/stage10-infographics/stage10-lesson-102-notation.jpg","assigned","S9.04","048","whole-course-active","102","OPTIONAL / EXTEND","Reviewed syllabus visualEvidence contract"
"stage10-lesson-102-pseudocode","Cambridge-style pseudocode uses structured keywords","assets/diagrams/stage10-infographics/stage10-lesson-102-pseudocode.jpg","inventory-only","","","inventory-only","102","OPTIONAL / EXTEND",""
"stage10-lesson-102-structure-tool","Match scenario to pseudocode structure","assets/diagrams/stage10-infographics/stage10-lesson-102-structure-tool.jpg","inventory-only","","","inventory-only","102","OPTIONAL / EXTEND",""
"stage10-lesson-102-symbol-tool","Choose the correct flowchart symbol","assets/diagrams/stage10-infographics/stage10-lesson-102-symbol-tool.jpg","inventory-only","","","inventory-only","102","OPTIONAL / EXTEND",""
"stage10-lesson-103-dry-run","Dry run: execute the algorithm by hand","assets/diagrams/stage10-infographics/stage10-lesson-103-dry-run.jpg","inventory-only","","","inventory-only","103","OPTIONAL / EXTEND",""
"stage10-lesson-103-loops","Loops make trace tables useful and slightly unforgiving","assets/diagrams/stage10-infographics/stage10-lesson-103-loops.jpg","inventory-only","","","inventory-only","103","OPTIONAL / EXTEND",""
"stage10-lesson-103-predictor","Predict the final output","assets/diagrams/stage10-infographics/stage10-lesson-103-predictor.jpg","inventory-only","","","inventory-only","103","OPTIONAL / EXTEND",""
"stage10-lesson-103-pseudocode","Trace Cambridge pseudocode in the exam; Java is only a support view","assets/diagrams/stage10-infographics/stage10-lesson-103-pseudocode.jpg","inventory-only","","","inventory-only","103","OPTIONAL / EXTEND",""
"stage10-lesson-103-trace-table","A trace table records variables after each change","assets/diagrams/stage10-infographics/stage10-lesson-103-trace-table.jpg","inventory-only","","","inventory-only","103","OPTIONAL / EXTEND",""
"stage10-lesson-104-checks","Match the rule to the risk","assets/diagrams/stage10-infographics/stage10-lesson-104-checks.jpg","inventory-only","","","inventory-only","104","OPTIONAL / EXTEND",""
"stage10-lesson-104-defensive","Reject bad input, then ask again","assets/diagrams/stage10-infographics/stage10-lesson-104-defensive.jpg","inventory-only","","","inventory-only","104","OPTIONAL / EXTEND",""
"stage10-lesson-104-pseudocode","Use Cambridge-style validation loops in the exam","assets/diagrams/stage10-infographics/stage10-lesson-104-pseudocode.jpg","inventory-only","","","inventory-only","104","OPTIONAL / EXTEND",""
"stage10-lesson-104-tester","Test a mark against 0-100","assets/diagrams/stage10-infographics/stage10-lesson-104-tester.jpg","inventory-only","","","inventory-only","104","OPTIONAL / EXTEND",""
"stage10-lesson-104-validation","Validation checks whether input follows a rule","assets/diagrams/stage10-infographics/stage10-lesson-104-validation.jpg","inventory-only","","","inventory-only","104","OPTIONAL / EXTEND",""
"stage10-lesson-105-binary-tool","Trace binary search on sorted data","assets/diagrams/stage10-infographics/stage10-lesson-105-binary-tool.jpg","inventory-only","","","inventory-only","105","OPTIONAL / EXTEND",""
"stage10-lesson-105-binary","Binary search repeatedly halves a sorted list","assets/diagrams/stage10-infographics/stage10-lesson-105-binary.jpg","inventory-only","","","inventory-only","105","OPTIONAL / EXTEND",""
"stage10-lesson-105-compare","Choosing the right search","assets/diagrams/stage10-infographics/stage10-lesson-105-compare.jpg","inventory-only","","","inventory-only","105","OPTIONAL / EXTEND",""
"stage10-lesson-105-linear-tool","Trace linear search","assets/diagrams/stage10-infographics/stage10-lesson-105-linear-tool.jpg","inventory-only","","","inventory-only","105","OPTIONAL / EXTEND",""
"stage10-lesson-105-linear","Linear search checks each item in order","assets/diagrams/stage10-infographics/stage10-lesson-105-linear.jpg","assigned","S10.06","060","whole-course-active","118","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-105-pseudocode","Cambridge pseudocode is the exam format","assets/diagrams/stage10-infographics/stage10-lesson-105-pseudocode.jpg","inventory-only","","","inventory-only","105","OPTIONAL / EXTEND",""
"stage10-lesson-106-bubble","Why bubble sort repeats adjacent comparisons","assets/diagrams/stage10-infographics/stage10-lesson-106-bubble.jpg","assigned","S10.06","060","whole-course-active","118","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-106-compare","Why the sorts move data differently","assets/diagrams/stage10-infographics/stage10-lesson-106-compare.jpg","inventory-only","","","inventory-only","106","OPTIONAL / EXTEND",""
"stage10-lesson-106-insertion","How insertion sort grows a sorted region","assets/diagrams/stage10-infographics/stage10-lesson-106-insertion.jpg","inventory-only","","","inventory-only","106","OPTIONAL / EXTEND",""
"stage10-lesson-106-pseudocode","Why a trace follows state","assets/diagrams/stage10-infographics/stage10-lesson-106-pseudocode.jpg","inventory-only","","","inventory-only","106","OPTIONAL / EXTEND",""
"stage10-lesson-107-fixed","When the number of values is known, use a count-controlled loop","assets/diagrams/stage10-infographics/stage10-lesson-107-fixed.jpg","inventory-only","","","inventory-only","107","OPTIONAL / EXTEND",""
"stage10-lesson-107-initialise","The starting value decides whether the algorithm is honest","assets/diagrams/stage10-infographics/stage10-lesson-107-initialise.jpg","inventory-only","","","inventory-only","107","OPTIONAL / EXTEND",""
"stage10-lesson-107-patterns","Four running-value patterns","assets/diagrams/stage10-infographics/stage10-lesson-107-patterns.jpg","inventory-only","","","inventory-only","107","OPTIONAL / EXTEND",""
"stage10-lesson-107-pseudocode","Use Cambridge assignment and loop keywords in exam answers","assets/diagrams/stage10-infographics/stage10-lesson-107-pseudocode.jpg","inventory-only","","","inventory-only","107","OPTIONAL / EXTEND",""
"stage10-lesson-107-sentinel","When input stops on a special value, do not process the sentinel","assets/diagrams/stage10-infographics/stage10-lesson-107-sentinel.jpg","inventory-only","","","inventory-only","107","OPTIONAL / EXTEND",""
"stage10-lesson-107-trace-tool","Watch running variables change","assets/diagrams/stage10-infographics/stage10-lesson-107-trace-tool.jpg","inventory-only","","","inventory-only","107","OPTIONAL / EXTEND",""
"stage10-lesson-108-build","Some algorithms construct a new string one character at a time","assets/diagrams/stage10-infographics/stage10-lesson-108-build.jpg","inventory-only","","","inventory-only","108","OPTIONAL / EXTEND",""
"stage10-lesson-108-model","A string algorithm needs position, character and stopping point","assets/diagrams/stage10-infographics/stage10-lesson-108-model.jpg","inventory-only","","","inventory-only","108","OPTIONAL / EXTEND",""
"stage10-lesson-108-patterns","Most AS string algorithms are four familiar patterns","assets/diagrams/stage10-infographics/stage10-lesson-108-patterns.jpg","inventory-only","","","inventory-only","108","OPTIONAL / EXTEND",""
"stage10-lesson-108-pseudocode","Count vowels with a closed selection","assets/diagrams/stage10-infographics/stage10-lesson-108-pseudocode.jpg","inventory-only","","","inventory-only","108","OPTIONAL / EXTEND",""
"stage10-lesson-108-scanner","Trace character processing","assets/diagrams/stage10-infographics/stage10-lesson-108-scanner.jpg","inventory-only","","","inventory-only","108","OPTIONAL / EXTEND",""
"stage10-lesson-109-counting","Total visits = outer repetitions x inner repetitions","assets/diagrams/stage10-infographics/stage10-lesson-109-counting.jpg","inventory-only","","","inventory-only","109","OPTIONAL / EXTEND",""
"stage10-lesson-109-model","Outer loop first, inner loop second","assets/diagrams/stage10-infographics/stage10-lesson-109-model.jpg","inventory-only","","","inventory-only","109","OPTIONAL / EXTEND",""
"stage10-lesson-109-pseudocode","Indentation is evidence in nested loops","assets/diagrams/stage10-infographics/stage10-lesson-109-pseudocode.jpg","inventory-only","","","inventory-only","109","OPTIONAL / EXTEND",""
"stage10-lesson-109-reset","Put row-level variables inside the outer loop","assets/diagrams/stage10-infographics/stage10-lesson-109-reset.jpg","inventory-only","","","inventory-only","109","OPTIONAL / EXTEND",""
"stage10-lesson-109-table","Table-style problems usually scan row by row","assets/diagrams/stage10-infographics/stage10-lesson-109-table.jpg","inventory-only","","","inventory-only","109","OPTIONAL / EXTEND",""
"stage10-lesson-110-cases","The same algorithm can behave differently on different inputs","assets/diagrams/stage10-infographics/stage10-lesson-110-cases.jpg","inventory-only","","","inventory-only","110","OPTIONAL / EXTEND",""
"stage10-lesson-110-estimator","Estimate the work","assets/diagrams/stage10-infographics/stage10-lesson-110-estimator.jpg","inventory-only","","","inventory-only","110","OPTIONAL / EXTEND",""
"stage10-lesson-110-loops","Loops reveal how work grows","assets/diagrams/stage10-infographics/stage10-lesson-110-loops.jpg","inventory-only","","","inventory-only","110","OPTIONAL / EXTEND",""
"stage10-lesson-110-measure","Efficiency is about resources used","assets/diagrams/stage10-infographics/stage10-lesson-110-measure.jpg","inventory-only","","","inventory-only","110","OPTIONAL / EXTEND",""
"stage10-lesson-110-pseudocode","Efficiency explanations are language-independent","assets/diagrams/stage10-infographics/stage10-lesson-110-pseudocode.jpg","inventory-only","","","inventory-only","110","OPTIONAL / EXTEND",""
"stage10-lesson-110-search","Linear search checks one by one; binary search halves a sorted list","assets/diagrams/stage10-infographics/stage10-lesson-110-search.jpg","inventory-only","","","inventory-only","110","OPTIONAL / EXTEND",""
"stage10-lesson-111-cleaner","Convert Java-like syntax into Cambridge-style pseudocode","assets/diagrams/stage10-infographics/stage10-lesson-111-cleaner.jpg","inventory-only","","","inventory-only","111","OPTIONAL / EXTEND",""
"stage10-lesson-111-conversion","Convert meaning first, syntax second","assets/diagrams/stage10-infographics/stage10-lesson-111-conversion.jpg","inventory-only","","","inventory-only","111","OPTIONAL / EXTEND",""
"stage10-lesson-111-java","Keep Java syntax out of Paper 2 unless Java is explicitly requested","assets/diagrams/stage10-infographics/stage10-lesson-111-java.jpg","inventory-only","","","inventory-only","111","OPTIONAL / EXTEND",""
"stage10-lesson-111-notation","Use the symbols that make algorithm intent visible","assets/diagrams/stage10-infographics/stage10-lesson-111-notation.jpg","inventory-only","","","inventory-only","111","OPTIONAL / EXTEND",""
"stage10-lesson-111-readability","A marker should not need detective training","assets/diagrams/stage10-infographics/stage10-lesson-111-readability.jpg","inventory-only","","","inventory-only","111","OPTIONAL / EXTEND",""
"stage10-lesson-111-structure","Every opening should have a visible ending","assets/diagrams/stage10-infographics/stage10-lesson-111-structure.jpg","inventory-only","","","inventory-only","111","OPTIONAL / EXTEND",""
"stage10-lesson-112-analyser","Stepwise refinement turns a high-level algorithm into implementable modules","assets/diagrams/stage10-infographics/stage10-lesson-112-analyser.jpg","assigned","S9.08","054","whole-course-active","103","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-112-ipoc","Turn paragraphs into a design table","assets/diagrams/stage10-infographics/stage10-lesson-112-ipoc.jpg","assigned","S9.05","049","whole-course-active","100","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-112-pseudocode","Design in Cambridge pseudocode first; use Java only to support testing","assets/diagrams/stage10-infographics/stage10-lesson-112-pseudocode.jpg","inventory-only","","","inventory-only","112","OPTIONAL / EXTEND",""
"stage10-lesson-112-requirements","Words in the question usually signal a control structure","assets/diagrams/stage10-infographics/stage10-lesson-112-requirements.jpg","inventory-only","","","inventory-only","112","OPTIONAL / EXTEND",""
"stage10-lesson-112-structures","Pick the structure before writing the pseudocode","assets/diagrams/stage10-infographics/stage10-lesson-112-structures.jpg","inventory-only","","","inventory-only","112","OPTIONAL / EXTEND",""
"stage10-lesson-113-fixer","Turn vague answers into mark-worthy answers","assets/diagrams/stage10-infographics/stage10-lesson-113-fixer.jpg","review-only","","","inventory-only","113","OPTIONAL / EXTEND",""
"stage10-lesson-113-patterns","Match the scenario to the correct algorithm pattern","assets/diagrams/stage10-infographics/stage10-lesson-113-patterns.jpg","review-only","","","inventory-only","113","OPTIONAL / EXTEND",""
"stage10-lesson-113-pseudocode","Paper 2 wants readable Cambridge-style pseudocode","assets/diagrams/stage10-infographics/stage10-lesson-113-pseudocode.jpg","review-only","","","inventory-only","113","OPTIONAL / EXTEND",""
"stage10-lesson-113-retrieval","Section 9 in one page","assets/diagrams/stage10-infographics/stage10-lesson-113-retrieval.jpg","review-only","","","inventory-only","113","OPTIONAL / EXTEND",""
"stage10-lesson-113-triage","Turn question wording into an algorithm plan","assets/diagrams/stage10-infographics/stage10-lesson-113-triage.jpg","review-only","","","inventory-only","113","OPTIONAL / EXTEND",""
"stage10-lesson-114-built-in","Core AS-level data types","assets/diagrams/stage10-infographics/stage10-lesson-114-built-in.jpg","inventory-only","","","inventory-only","114","OPTIONAL / EXTEND",""
"stage10-lesson-114-choose","Use the scenario, not the surface appearance","assets/diagrams/stage10-infographics/stage10-lesson-114-choose.jpg","inventory-only","","","inventory-only","114","OPTIONAL / EXTEND",""
"stage10-lesson-114-pseudocode","The eight Cambridge pseudocode type names","assets/diagrams/stage10-infographics/stage10-lesson-114-pseudocode.jpg","assigned","S10.01","055","whole-course-active","114","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-114-user-defined","When built-in types are not descriptive enough","assets/diagrams/stage10-infographics/stage10-lesson-114-user-defined.jpg","inventory-only","","","inventory-only","114","OPTIONAL / EXTEND",""
"stage10-lesson-114-why-types","A type controls meaning and valid operations","assets/diagrams/stage10-infographics/stage10-lesson-114-why-types.jpg","inventory-only","","","inventory-only","114","OPTIONAL / EXTEND",""
"stage10-lesson-115-assignment","Right side first, left side second","assets/diagrams/stage10-infographics/stage10-lesson-115-assignment.jpg","inventory-only","","","inventory-only","115","OPTIONAL / EXTEND",""
"stage10-lesson-115-constants","Name fixed values so the algorithm explains itself","assets/diagrams/stage10-infographics/stage10-lesson-115-constants.jpg","inventory-only","","","inventory-only","115","OPTIONAL / EXTEND",""
"stage10-lesson-115-declare","Declaration gives a name and a type before use","assets/diagrams/stage10-infographics/stage10-lesson-115-declare.jpg","inventory-only","","","inventory-only","115","OPTIONAL / EXTEND",""
"stage10-lesson-115-model","Identifiers name storage locations","assets/diagrams/stage10-infographics/stage10-lesson-115-model.jpg","inventory-only","","","inventory-only","115","OPTIONAL / EXTEND",""
"stage10-lesson-115-pseudocode","The symbol changes, the update idea does not","assets/diagrams/stage10-infographics/stage10-lesson-115-pseudocode.jpg","assigned","S11.02","070","whole-course-active","128","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-116-access","The index points to exactly one element","assets/diagrams/stage10-infographics/stage10-lesson-116-access.jpg","assigned","S10.03","057","whole-course-active","116","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-116-declare","Bounds say which indexes are valid","assets/diagrams/stage10-infographics/stage10-lesson-116-declare.jpg","inventory-only","","","inventory-only","116","OPTIONAL / EXTEND",""
"stage10-lesson-116-lookup","Access one element","assets/diagrams/stage10-infographics/stage10-lesson-116-lookup.jpg","inventory-only","","","inventory-only","116","OPTIONAL / EXTEND",""
"stage10-lesson-116-model","A one-dimensional array is a linear collection","assets/diagrams/stage10-infographics/stage10-lesson-116-model.jpg","assigned","S10.04","058","whole-course-active","116","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-116-pseudocode","Cambridge bounds and Java indexes are not the same habit","assets/diagrams/stage10-infographics/stage10-lesson-116-pseudocode.jpg","assigned","S10.05","058","whole-course-active","116","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-116-traversal","Use a loop to visit every element","assets/diagrams/stage10-infographics/stage10-lesson-116-traversal.jpg","inventory-only","","","inventory-only","116","OPTIONAL / EXTEND",""
"stage10-lesson-117-access","A cell needs row and column","assets/diagrams/stage10-infographics/stage10-lesson-117-access.jpg","inventory-only","","","inventory-only","117","OPTIONAL / EXTEND",""
"stage10-lesson-117-declare","Two dimensions need two ranges","assets/diagrams/stage10-infographics/stage10-lesson-117-declare.jpg","inventory-only","","","inventory-only","117","OPTIONAL / EXTEND",""
"stage10-lesson-117-lookup","Read Marks[Row, Column]","assets/diagrams/stage10-infographics/stage10-lesson-117-lookup.jpg","inventory-only","","","inventory-only","117","OPTIONAL / EXTEND",""
"stage10-lesson-117-model","Rows and columns create coordinates","assets/diagrams/stage10-infographics/stage10-lesson-117-model.jpg","assigned","S10.04","058","whole-course-active","116","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-117-nested","Outer row loop, inner column loop","assets/diagrams/stage10-infographics/stage10-lesson-117-nested.jpg","inventory-only","","","inventory-only","117","OPTIONAL / EXTEND",""
"stage10-lesson-117-pseudocode","Do not import Java indexing into Cambridge answers","assets/diagrams/stage10-infographics/stage10-lesson-117-pseudocode.jpg","assigned","S10.05","058","whole-course-active","116","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-118-count","Increment only when a condition is true","assets/diagrams/stage10-infographics/stage10-lesson-118-count.jpg","inventory-only","","","inventory-only","118","OPTIONAL / EXTEND",""
"stage10-lesson-118-patterns","Four array algorithm patterns","assets/diagrams/stage10-infographics/stage10-lesson-118-patterns.jpg","inventory-only","","","inventory-only","118","OPTIONAL / EXTEND",""
"stage10-lesson-118-pseudocode","Same algorithm, different array syntax","assets/diagrams/stage10-infographics/stage10-lesson-118-pseudocode.jpg","inventory-only","","","inventory-only","118","OPTIONAL / EXTEND",""
"stage10-lesson-118-search","Use a flag to remember whether the target appeared","assets/diagrams/stage10-infographics/stage10-lesson-118-search.jpg","inventory-only","","","inventory-only","118","OPTIONAL / EXTEND",""
"stage10-lesson-118-selector","Choose a scenario and inspect the matching template","assets/diagrams/stage10-infographics/stage10-lesson-118-selector.jpg","inventory-only","","","inventory-only","118","OPTIONAL / EXTEND",""
"stage10-lesson-118-traversal","Visit every element once","assets/diagrams/stage10-infographics/stage10-lesson-118-traversal.jpg","inventory-only","","","inventory-only","118","OPTIONAL / EXTEND",""
"stage10-lesson-118-update","Change selected elements","assets/diagrams/stage10-infographics/stage10-lesson-118-update.jpg","inventory-only","","","inventory-only","118","OPTIONAL / EXTEND",""
"stage10-lesson-119-access","Use the field name, not a numeric index","assets/diagrams/stage10-infographics/stage10-lesson-119-access.jpg","inventory-only","","","inventory-only","119","OPTIONAL / EXTEND",""
"stage10-lesson-119-array-vs-record","Same type and index, or mixed fields and names?","assets/diagrams/stage10-infographics/stage10-lesson-119-array-vs-record.jpg","inventory-only","","","inventory-only","119","OPTIONAL / EXTEND",""
"stage10-lesson-119-concept","Composite data groups fields into one type","assets/diagrams/stage10-infographics/stage10-lesson-119-concept.jpg","inventory-only","","","inventory-only","119","OPTIONAL / EXTEND",""
"stage10-lesson-119-declare","Define a record, then save and read named fields","assets/diagrams/stage10-infographics/stage10-lesson-119-declare.jpg","assigned","S10.02","056","whole-course-active","115","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-119-lookup","Read one field from a record","assets/diagrams/stage10-infographics/stage10-lesson-119-lookup.jpg","inventory-only","","","inventory-only","119","OPTIONAL / EXTEND",""
"stage10-lesson-119-pseudocode","Same modelling idea, different syntax","assets/diagrams/stage10-infographics/stage10-lesson-119-pseudocode.jpg","inventory-only","","","inventory-only","119","OPTIONAL / EXTEND",""
"stage10-lesson-120-access","Index first, then field name","assets/diagrams/stage10-infographics/stage10-lesson-120-access.jpg","inventory-only","","","inventory-only","120","OPTIONAL / EXTEND",""
"stage10-lesson-120-concept","One array, many records, same record shape","assets/diagrams/stage10-infographics/stage10-lesson-120-concept.jpg","inventory-only","","","inventory-only","120","OPTIONAL / EXTEND",""
"stage10-lesson-120-declare","Define the record type, then declare the array","assets/diagrams/stage10-infographics/stage10-lesson-120-declare.jpg","inventory-only","","","inventory-only","120","OPTIONAL / EXTEND",""
"stage10-lesson-120-explorer","Read a field from a selected record","assets/diagrams/stage10-infographics/stage10-lesson-120-explorer.jpg","inventory-only","","","inventory-only","120","OPTIONAL / EXTEND",""
"stage10-lesson-120-operations","Search, count and update fields","assets/diagrams/stage10-infographics/stage10-lesson-120-operations.jpg","inventory-only","","","inventory-only","120","OPTIONAL / EXTEND",""
"stage10-lesson-120-pseudocode","Same structure, different syntax","assets/diagrams/stage10-infographics/stage10-lesson-120-pseudocode.jpg","inventory-only","","","inventory-only","120","OPTIONAL / EXTEND",""
"stage10-lesson-120-traversal","A loop visits each record; field access uses the loop index","assets/diagrams/stage10-infographics/stage10-lesson-120-traversal.jpg","inventory-only","","","inventory-only","120","OPTIONAL / EXTEND",""
"stage10-lesson-121-concept","A text file stores characters, usually processed one line at a time","assets/diagrams/stage10-infographics/stage10-lesson-121-concept.jpg","inventory-only","","","inventory-only","121","OPTIONAL / EXTEND",""
"stage10-lesson-121-lifecycle","Open, process, close","assets/diagrams/stage10-infographics/stage10-lesson-121-lifecycle.jpg","inventory-only","","","inventory-only","121","OPTIONAL / EXTEND",""
"stage10-lesson-121-mode-lab","Choose the correct file mode","assets/diagrams/stage10-infographics/stage10-lesson-121-mode-lab.jpg","inventory-only","","","inventory-only","121","OPTIONAL / EXTEND",""
"stage10-lesson-121-modes","Choose the mode before touching the file","assets/diagrams/stage10-infographics/stage10-lesson-121-modes.jpg","inventory-only","","","inventory-only","121","OPTIONAL / EXTEND",""
"stage10-lesson-121-pseudocode","Cambridge pseudocode is the exam answer format","assets/diagrams/stage10-infographics/stage10-lesson-121-pseudocode.jpg","assigned","S10.07","062","whole-course-active","120","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-121-read","Use EOF so the loop stops at the end of the file","assets/diagrams/stage10-infographics/stage10-lesson-121-read.jpg","inventory-only","","","inventory-only","121","OPTIONAL / EXTEND",""
"stage10-lesson-121-reader","Step through a WHILE NOT EOF loop","assets/diagrams/stage10-infographics/stage10-lesson-121-reader.jpg","inventory-only","","","inventory-only","121","OPTIONAL / EXTEND",""
"stage10-lesson-121-records","A text line often represents one record","assets/diagrams/stage10-infographics/stage10-lesson-121-records.jpg","inventory-only","","","inventory-only","121","OPTIONAL / EXTEND",""
"stage10-lesson-121-write","Write creates a new result; append adds to the existing story","assets/diagrams/stage10-infographics/stage10-lesson-121-write.jpg","inventory-only","","","inventory-only","121","OPTIONAL / EXTEND",""
"stage10-lesson-122-concept","CSV-style means separated fields in a fixed order","assets/diagrams/stage10-infographics/stage10-lesson-122-concept.jpg","inventory-only","","","inventory-only","122","OPTIONAL / EXTEND",""
"stage10-lesson-122-format","Design the format before writing code","assets/diagrams/stage10-infographics/stage10-lesson-122-format.jpg","inventory-only","","","inventory-only","122","OPTIONAL / EXTEND",""
"stage10-lesson-122-parse","Use question-supplied CSV functions exactly","assets/diagrams/stage10-infographics/stage10-lesson-122-parse.jpg","inventory-only","","","inventory-only","122","OPTIONAL / EXTEND",""
"stage10-lesson-122-parser","Split a line into fields","assets/diagrams/stage10-infographics/stage10-lesson-122-parser.jpg","inventory-only","","","inventory-only","122","OPTIONAL / EXTEND",""
"stage10-lesson-122-pseudocode","Question-supplied functions versus Java methods","assets/diagrams/stage10-infographics/stage10-lesson-122-pseudocode.jpg","inventory-only","","","inventory-only","122","OPTIONAL / EXTEND",""
"stage10-lesson-122-types","Convert CSV text before numeric comparison","assets/diagrams/stage10-infographics/stage10-lesson-122-types.jpg","inventory-only","","","inventory-only","122","OPTIONAL / EXTEND",""
"stage10-lesson-122-validate","A structured file can still contain bad lines","assets/diagrams/stage10-infographics/stage10-lesson-122-validate.jpg","inventory-only","","","inventory-only","122","OPTIONAL / EXTEND",""
